subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
HP:0025449	en	fr	rdfs:label	Apically displaced anterolateral papillary muscle	OFFICIAL	Déplacement apical du muscle papillaire antérolatéral
HP:0025451	en	fr	rdfs:label	Testicular adrenal rest tumor	OFFICIAL	Inclusion surrénalienne intra-testiculaire
HP:0025452	en	fr	rdfs:label	Pyoderma gangrenosum	OFFICIAL	Pyoderma gangrenosum
HP:0025453	en	fr	rdfs:label	Delayed adrenarche	OFFICIAL	Adrénarche retardée
HP:0025454	en	fr	rdfs:label	Abnormal CSF metabolite level	OFFICIAL	Taux anormal de métabolites dans le LCR
HP:0025455	en	fr	rdfs:label	Decreased CSF 5-hydroxyindolacetic acid	OFFICIAL	Diminution de l'acide 5-hydroxyindolacétique dans le LCR
HP:0025456	en	fr	rdfs:label	Abnormal CSF protein level	OFFICIAL	Taux de protéines anormal dans le LCR
HP:0025457	en	fr	rdfs:label	Decreased CSF protein	OFFICIAL	Diminution des protéines dans le LCR
HP:0025458	en	fr	rdfs:label	Decreased CSF albumin	OFFICIAL	Diminution de l'albumine dans le LCR
HP:0025459	en	fr	rdfs:label	Increased CSF/serum albumin ratio	OFFICIAL	Augmentation du rapport LCR/sérum de l'albumine
HP:0025460	en	fr	rdfs:label	High myoinositol in brain by MRS	OFFICIAL	Taux élevé de myoinositol dans le cerveau par RMN
HP:0025461	en	fr	rdfs:label	Abnormal cell morphology	OFFICIAL	Morphologie cellulaire anormale
HP:0025463	en	fr	rdfs:label	Abnormality of redox activity	OFFICIAL	Anomalie de l'activité redox
HP:0025464	en	fr	rdfs:label	Increased reactive oxygen species production	OFFICIAL	Augmentation de la production d'espèces réactives de l'oxygène
HP:0025465	en	fr	rdfs:label	Abnormal circulating beta globulin level	OFFICIAL	Taux anormal de bêta-globuline circulante
HP:0025466	en	fr	rdfs:label	Beta 2-microglobulinuria	OFFICIAL	Bêta 2-microglobulinurie
HP:0025469	en	fr	rdfs:label	Anagen effluvium	OFFICIAL	Effluvium anagène
HP:0025470	en	fr	rdfs:label	Telogen effluvium	OFFICIAL	Effluvium télogène
HP:0025471	en	fr	rdfs:label	Congenital panfollicular nevus	OFFICIAL	Naevus panfolliculaire congénital
HP:0025472	en	fr	rdfs:label	Recurrent plantar mycosis	OFFICIAL	Mycose plantaire récurrente
HP:0025473	en	fr	rdfs:label	Hyperpigmented papule	OFFICIAL	Papule hyperpigmentée
HP:0025474	en	fr	rdfs:label	Erythematous plaque	OFFICIAL	Plaque érythémateuse
HP:0025475	en	fr	rdfs:label	Erythematous macule	OFFICIAL	Macule érythémateuse
HP:0025476	en	fr	rdfs:label	Testicular lipomatosis	OFFICIAL	Lipomatose testiculaire
HP:0025477	en	fr	rdfs:label	Periarticular calcification	OFFICIAL	Calcification périarticulaire
HP:0025478	en	fr	rdfs:label	Atrial standstill	OFFICIAL	Akinésie auriculaire
HP:0025479	en	fr	rdfs:label	Self-neglect	OFFICIAL	Auto-négligence
HP:0025480	en	fr	rdfs:label	Lipomyelomeningocele	OFFICIAL	Lipomyéloméningocèle
HP:0025481	en	fr	rdfs:label	Cervical hemivertebrae	OFFICIAL	Hémivertèbre cervicale
HP:0025482	en	fr	rdfs:label	Positive perchlorate discharge test	OFFICIAL	Test de décharge positif au perchlorate
HP:0025483	en	fr	rdfs:label	Abnormal circulating thyroglobulin level	OFFICIAL	Taux anormal de thyroglobuline circulante
HP:0025484	en	fr	rdfs:label	Increased circulating thyroglobulin level	OFFICIAL	Augmentation du taux de thyroglobuline circulante
HP:0025485	en	fr	rdfs:label	Vaginal adenosis	OFFICIAL	Adénose vaginale
HP:0025486	en	fr	rdfs:label	Fused labia majora	OFFICIAL	Soudure des grandes lèvres
HP:0025487	en	fr	rdfs:label	Abnormality of bladder morphology	OFFICIAL	Anomalie de la morphologie de la vessie
HP:0025488	en	fr	rdfs:label	Detrusor sphincter dyssynergia	OFFICIAL	Dyssynergie du sphincter du détrusor
HP:0025489	en	fr	rdfs:label	Bladder duplication	OFFICIAL	Duplication de la vessie
HP:0025490	en	fr	rdfs:label	Myocardial bridging	OFFICIAL	Pontage du myocarde
HP:0025491	en	fr	rdfs:label	Venous stenosis	OFFICIAL	Sténose veineuse
HP:0025492	en	fr	rdfs:label	Microcoria	OFFICIAL	Microcorie
HP:0025493	en	fr	rdfs:label	Palmoplantar erythema	OFFICIAL	Érythème palmoplantaire
HP:0025494	en	fr	rdfs:label	Coated aorta	OFFICIAL	Aorte enrobée
HP:0025495	en	fr	rdfs:label	Descending aorta hypoplasia	OFFICIAL	Hypoplasie de l'aorte descendante
HP:0025496	en	fr	rdfs:label	Abnormal coronary artery physiology	OFFICIAL	Physiologie anormale de l'artère coronaire
HP:0025497	en	fr	rdfs:label	Coronary artery spasm	OFFICIAL	Spasme de l'artère coronaire
HP:0025498	en	fr	rdfs:label	Aceruloplasminemia	OFFICIAL	Acéruloplasminémie
HP:0025499	en	fr	rdfs:label	Class I obesity	OFFICIAL	Obésité de classe I
HP:0025500	en	fr	rdfs:label	Class II obesity	OFFICIAL	Obésité de classe II
HP:0025501	en	fr	rdfs:label	Class III obesity	OFFICIAL	Obésité de classe III
HP:0025502	en	fr	rdfs:label	Overweight	OFFICIAL	Surcharge pondérale
HP:0025503	en	fr	rdfs:label	Anomalous coronary artery arising from the opposite sinus	OFFICIAL	Artère coronaire anormale provenant du sinus opposé
HP:0025505	en	fr	rdfs:label	Anomalous origin of the circumflex artery from the right sinus of Valsalva	OFFICIAL	Origine anormale de l'artère circonflexe à partir du sinus de Valsalva droit
HP:0025506	en	fr	rdfs:label	Coronary artery sandwich anomaly	OFFICIAL	Anomalie de l'artère coronaire en sandwich
HP:0025507	en	fr	rdfs:label	Yellow papule	OFFICIAL	Papule jaune
HP:0025508	en	fr	rdfs:label	Gottron's papules	OFFICIAL	Papules de Gottron
HP:0025509	en	fr	rdfs:label	Piezogenic pedal papules	OFFICIAL	Papules pédales piézogènes
HP:0025510	en	fr	rdfs:label	Nevus spillus	OFFICIAL	Naevus spillus
HP:0025511	en	fr	rdfs:label	Nevus sebaceus	OFFICIAL	Naevus sébacé
HP:0025512	en	fr	rdfs:label	Skin-colored papule	OFFICIAL	Papule de couleur chair
HP:0025513	en	fr	rdfs:label	Scleral rupture	OFFICIAL	Rupture sclérale
HP:0025514	en	fr	rdfs:label	Morning glory anomaly	OFFICIAL	Anomalie du matin
HP:0025515	en	fr	rdfs:label	Delayed thelarche	OFFICIAL	Thélarche retardée
HP:0025516	en	fr	rdfs:label	Coronary-pulmonary artery fistula	OFFICIAL	Fistule de l'artère coronaire-pulmonaire
HP:0025517	en	fr	rdfs:label	Hypoplastic hippocampus	OFFICIAL	Hippocampe hypoplasique
HP:0025518	en	fr	rdfs:label	Visual gaze preference	OFFICIAL	Préférence pour le regard visuel
HP:0025519	en	fr	rdfs:label	Multiple biliary hamartomas	OFFICIAL	Hamartomes biliaires multiples
HP:0025520	en	fr	rdfs:label	Calcinosis cutis	OFFICIAL	Calcinose cutanée
HP:0025521	en	fr	rdfs:label	Increased body fat percentage	OFFICIAL	Augmentation du pourcentage de graisse corporelle
HP:0025522	en	fr	rdfs:label	Elongated chordae tendinae of the mitral valve	OFFICIAL	Tendons allongés de la valve mitrale
HP:0025523	en	fr	rdfs:label	Abnormal morphology of the chordae tendinae of the mitral valve	OFFICIAL	Morphologie anormale des tendons de la valve mitrale
HP:0025524	en	fr	rdfs:label	Palmoplantar scaling skin	OFFICIAL	Peau squameuse palmo-plantaire
HP:0025525	en	fr	rdfs:label	Scaling skin on fingertip	OFFICIAL	Peau desquamante au bout du doigt
HP:0025526	en	fr	rdfs:label	Psoriasiform lesion	OFFICIAL	Lésion psoriasiforme
HP:0025527	en	fr	rdfs:label	Serpiginous cutaneous lesion	OFFICIAL	Lésion cutanée serpigineuse
HP:0025528	en	fr	rdfs:label	Annular cutaneous lesion	OFFICIAL	Lésion cutanée annulaire
HP:0025529	en	fr	rdfs:label	Hyperpigmented nodule	OFFICIAL	Nodule hyperpigmenté
HP:0025530	en	fr	rdfs:label	Xanthomas of the palmar creases	OFFICIAL	Xanthomes des plis palmaires
HP:0025531	en	fr	rdfs:label	Harlequin phenomenon	OFFICIAL	Phénomène arlequin
HP:0025532	en	fr	rdfs:label	Positive pathergy test	OFFICIAL	Test de pathergie positif
HP:0025533	en	fr	rdfs:label	Peau d'orange	OFFICIAL	Peau d'orange
HP:0025534	en	fr	rdfs:label	Ocular melanocytosis	OFFICIAL	Mélanocytose oculaire
HP:0025535	en	fr	rdfs:label	Shawl sign	OFFICIAL	Signe du châle
HP:0025536	en	fr	rdfs:label	V-sign	OFFICIAL	Signe en V
HP:0025537	en	fr	rdfs:label	Plantar edema	OFFICIAL	Œdème plantaire
HP:0025539	en	fr	rdfs:label	Abnormal B cell subset distribution	OFFICIAL	Distribution anormale des sous-ensembles de cellules B
HP:0025540	en	fr	rdfs:label	Abnormal T cell subset distribution	OFFICIAL	Distribution anormale des sous-ensembles de lymphocytes T
HP:0025546	en	fr	rdfs:label	Abnormal mean corpuscular hemoglobin concentration	OFFICIAL	Concentration anormale de l'hémoglobine corpusculaire moyenne
HP:0025547	en	fr	rdfs:label	Decreased mean corpuscular hemoglobin concentration	OFFICIAL	Diminution de la concentration corpusculaire moyenne en hémoglobine
HP:0025548	en	fr	rdfs:label	Increased mean corpuscular hemoglobin concentration	OFFICIAL	Augmentation de la concentration corpusculaire moyenne en hémoglobine
HP:0025549	en	fr	rdfs:label	Eccentric visual fixation	OFFICIAL	Fixation visuelle excentrique
HP:0025550	en	fr	rdfs:label	Elevated circulating ribitol concentration	OFFICIAL	Concentration élevée de ribitol circulant
HP:0025551	en	fr	rdfs:label	Optic nerve misrouting	OFFICIAL	Déviation du nerf optique
HP:0025552	en	fr	rdfs:label	Periorbital purpura	OFFICIAL	Purpura périorbitaire
HP:0025553	en	fr	rdfs:label	Periorbital ecchymosis with tarsal plate sparing	OFFICIAL	Ecchymose péri-orbitaire avec épargne de la plaque tarsienne
HP:0025554	en	fr	rdfs:label	Yellow nodule	OFFICIAL	Nodule jaune
HP:0025555	en	fr	rdfs:label	Periungual teleangiectasia	OFFICIAL	Téléangiectasie périunguéale
HP:0025558	en	fr	rdfs:label	Lamellar cataract with riders	OFFICIAL	Cataracte lamellaire avec cavaliers
HP:0025559	en	fr	rdfs:label	Coronary cataract	OFFICIAL	Cataracte coronaire
HP:0025560	en	fr	rdfs:label	Anterior chamber cells	OFFICIAL	Cellules de chambre antérieure
HP:0025561	en	fr	rdfs:label	Anterior chamber cells grade 1+	OFFICIAL	Cellules de la chambre antérieure grade 1
HP:0025562	en	fr	rdfs:label	Anterior chamber cells grade 0.5+	OFFICIAL	Cellules de la chambre antérieure grade 0.5
HP:0025563	en	fr	rdfs:label	Anterior chamber cells grade 0	OFFICIAL	Cellules de la chambre antérieure grade 0
HP:0025564	en	fr	rdfs:label	Anterior chamber cells grade 2+	OFFICIAL	Cellules de la chambre antérieure grade 2
HP:0025565	en	fr	rdfs:label	Anterior chamber cells grade 3+	OFFICIAL	Cellules de la chambre antérieure grade 3
HP:0025566	en	fr	rdfs:label	Anterior chamber cells grade 4+	OFFICIAL	Cellules de chambre antérieure grade 4
HP:0025567	en	fr	rdfs:label	Central serous chorioretinopathy	OFFICIAL	Chorioretinopathie séreuse centrale
HP:0025568	en	fr	rdfs:label	Abnormal morphology of the choroidal vasculature	OFFICIAL	Morphologie anormale de la vascularisation choroïdienne
HP:0025569	en	fr	rdfs:label	Polypoidal choroidal vasculopathy	OFFICIAL	Vasculopathie choroïdienne polypoïdale
HP:0025570	en	fr	rdfs:label	Choroidal vascular hyperpermeability	OFFICIAL	Hyperperméabilité vasculaire choroïdienne
HP:0025571	en	fr	rdfs:label	Christmas tree cataract	OFFICIAL	Cataracte en arbre de Noël
HP:0025572	en	fr	rdfs:label	Punctal stenosis	OFFICIAL	Sténose punctiforme
HP:0025573	en	fr	rdfs:label	Mild myopia	OFFICIAL	Myopie légère
HP:0025574	en	fr	rdfs:label	Macular hemorrhage	OFFICIAL	Hémorragie maculaire
HP:0025575	en	fr	rdfs:label	Abnormal superior vena cava morphology	OFFICIAL	Morphologie anormale de la veine cave supérieure
HP:0025576	en	fr	rdfs:label	Abnormal inferior vena cava morphology	OFFICIAL	Morphologie anormale de la veine cave inférieure
HP:0025578	en	fr	rdfs:label	Aortic valve prolapse	OFFICIAL	Prolapsus de la valve aortique
HP:0025579	en	fr	rdfs:label	Abnormal left atrium morphology	OFFICIAL	Morphologie anormale de l'oreillette gauche
HP:0025580	en	fr	rdfs:label	Abnormal right atrium morphology	OFFICIAL	Morphologie anormale de l'oreillette droite
HP:0025581	en	fr	rdfs:label	Foveal hemorrhage	OFFICIAL	Hémorragie fovéale
HP:0025582	en	fr	rdfs:label	Submacular hemorrhage	OFFICIAL	Hémorragie sous-maculaire
HP:0025583	en	fr	rdfs:label	Tapetal-like fundal reflex	OFFICIAL	Réflexe fundique de type tapetal
HP:0025584	en	fr	rdfs:label	Hypotropia	OFFICIAL	Hypotropie
HP:0025585	en	fr	rdfs:label	Hyperphoria	OFFICIAL	Hyperphorie
HP:0025586	en	fr	rdfs:label	Hypertropia	OFFICIAL	Hypertropie
HP:0025587	en	fr	rdfs:label	Hyperdeviation	OFFICIAL	Hyperdéviation
HP:0025588	en	fr	rdfs:label	Hypodeviation	OFFICIAL	Hypodéviation
HP:0025589	en	fr	rdfs:label	Cyclodeviation	OFFICIAL	Cyclodéviation
HP:0025590	en	fr	rdfs:label	Abnormal extraocular muscle physiology	OFFICIAL	Physiologie des muscles extra-oculaires anormaux
HP:0025591	en	fr	rdfs:label	Abnormal superior oblique muscle physiology	OFFICIAL	Physiologie anormale du muscle oblique supérieur
HP:0025592	en	fr	rdfs:label	Superior oblique muscle weakness	OFFICIAL	Faiblesse du muscle oblique supérieur
HP:0025593	en	fr	rdfs:label	Superior oblique muscle restriction	OFFICIAL	Restriction du muscle oblique supérieur
HP:0025594	en	fr	rdfs:label	Superior oblique muscle overaction	OFFICIAL	Hyperactivité du muscle oblique supérieur
HP:0025595	en	fr	rdfs:label	Superior oblique muscle underaction	OFFICIAL	Sous-action du muscle oblique supérieur
HP:0025596	en	fr	rdfs:label	Abnormal inferior oblique muscle physiology	OFFICIAL	Physiologie anormale du muscle oblique inférieur
HP:0025597	en	fr	rdfs:label	Inferior oblique muscle restriction	OFFICIAL	Restriction du muscle oblique inférieur
HP:0025598	en	fr	rdfs:label	Inferior oblique muscle weakness	OFFICIAL	Faiblesse du muscle oblique inférieur
HP:0025599	en	fr	rdfs:label	Inferior oblique muscle overaction	OFFICIAL	Hyperactivité du muscle oblique inférieur
HP:0025600	en	fr	rdfs:label	Abnormal inferior rectus muscle physiology	OFFICIAL	Physiologie anormale du muscle droit inférieur
HP:0025601	en	fr	rdfs:label	Inferior rectus muscle weakness	OFFICIAL	Faiblesse du muscle droit inférieur
HP:0025602	en	fr	rdfs:label	Inferior rectus muscle restriction	OFFICIAL	Restriction du muscle droit inférieur
HP:0025603	en	fr	rdfs:label	Abnormal superior rectus muscle physiology	OFFICIAL	Physiologie anormale du muscle droit supérieur
HP:0025604	en	fr	rdfs:label	Orbital schwannoma	OFFICIAL	Schwannome orbitaire
HP:0025605	en	fr	rdfs:label	Lid lag on downgaze	OFFICIAL	Décalage de la paupière en cas de descente du regard
HP:0025606	en	fr	rdfs:label	Abnormal medial rectus muscle physiology	OFFICIAL	Physiologie anormale du muscle droit médial
HP:0025607	en	fr	rdfs:label	Upper eyelid entropion	OFFICIAL	Entropion de la paupière supérieure
HP:0025608	en	fr	rdfs:label	Cicatricial ectropion	OFFICIAL	Ectropion cicatriciel
HP:0025609	en	fr	rdfs:label	Anterior blepharitis	OFFICIAL	Blépharite antérieure
HP:0025610	en	fr	rdfs:label	Posterior blepharitis	OFFICIAL	Blépharite postérieure
HP:0025611	en	fr	rdfs:label	Epicanthus superciliaris	OFFICIAL	Epicanthus superciliaris
HP:0025612	en	fr	rdfs:label	Corneal astigmatism	OFFICIAL	Astigmatisme cornéen
HP:0025613	en	fr	rdfs:label	Focal emotional seizure	OFFICIAL	Crise émotionnelle focale
HP:0030000	en	fr	rdfs:label	EMG: repetitive nerve stimulation abnormality	OFFICIAL	EMG : anomalie de la stimulation nerveuse répétitive
HP:0030001	en	fr	rdfs:label	Lagopthalmos	OFFICIAL	Lagophtalmie
HP:0030002	en	fr	rdfs:label	Nocturnal lagophthalmos	OFFICIAL	Lagophtalmie nocturne
HP:0030003	en	fr	rdfs:label	Paralytic lagophthalmos	OFFICIAL	Lagophtalmie paralytique
HP:0030004	en	fr	rdfs:label	Cicatricial lagophthalmos	OFFICIAL	Lagophtalmie cicatricielle
HP:0030005	en	fr	rdfs:label	Capillary leak	OFFICIAL	Fuite capillaire
HP:0030006	en	fr	rdfs:label	Single fiber EMG abnormality	OFFICIAL	Anomalie EMG à fibre unique
HP:0030007	en	fr	rdfs:label	EMG: positive sharp waves	OFFICIAL	EMG : ondes aiguës positives
HP:0030008	en	fr	rdfs:label	Cervical agenesis	OFFICIAL	Agénésie cervicale
HP:0030009	en	fr	rdfs:label	Cervical insufficiency	OFFICIAL	Insuffisance cervicale
HP:0030010	en	fr	rdfs:label	Hydrometrocolpos	OFFICIAL	Hydrometrocolpos
HP:0030011	en	fr	rdfs:label	Imperforate hymen	OFFICIAL	Hymen imperforé
HP:0030012	en	fr	rdfs:label	Abnormal female reproductive system physiology	OFFICIAL	Anomalie de la physiologie du système reproducteur féminin
HP:0030014	en	fr	rdfs:label	Female sexual dysfunction	OFFICIAL	Dysfonctionnement sexuel féminin
HP:0030015	en	fr	rdfs:label	Female anorgasmia	OFFICIAL	Anorgasmie féminine
HP:0030016	en	fr	rdfs:label	Dyspareunia	OFFICIAL	Dyspareunie
HP:0030017	en	fr	rdfs:label	Vaginismus	OFFICIAL	Vaginisme
HP:0030018	en	fr	rdfs:label	Decreased female libido	OFFICIAL	Baisse de la libido féminine
HP:0030019	en	fr	rdfs:label	Increased female libido	OFFICIAL	Augmentation de la libido féminine
HP:0030021	en	fr	rdfs:label	Auricular tag	OFFICIAL	Tag auriculaire
HP:0030022	en	fr	rdfs:label	Question mark ear	OFFICIAL	Oreille en point d'interrogation
HP:0030023	en	fr	rdfs:label	Quelprud nodule	OFFICIAL	Nodule de Quelprud
HP:0030024	en	fr	rdfs:label	Pretragal ectopia	OFFICIAL	Ectopie prétragale
HP:0030025	en	fr	rdfs:label	Auricular pit	OFFICIAL	Fosse auriculaire
HP:0030026	en	fr	rdfs:label	Squared superior portion of helix	OFFICIAL	Partie supérieure carrée de l'hélix
HP:0030027	en	fr	rdfs:label	Abnormality of the nasal cartilage	OFFICIAL	Anomalie du cartilage nasal
HP:0030028	en	fr	rdfs:label	Absent nasal cartilage	OFFICIAL	Cartilage nasal absent
HP:0030029	en	fr	rdfs:label	Splayed fingers	OFFICIAL	Doigts évasés
HP:0030030	en	fr	rdfs:label	Absent ray	OFFICIAL	Rayon absent
HP:0030031	en	fr	rdfs:label	Small toe	OFFICIAL	Petit orteil
HP:0030032	en	fr	rdfs:label	Partial absence of foot	OFFICIAL	Absence partielle du pied
HP:0030033	en	fr	rdfs:label	Small finger	OFFICIAL	Petit doigt
HP:0030034	en	fr	rdfs:label	Diffuse glomerular basement membrane lamellation	OFFICIAL	Lamellation diffuse de la membrane basale glomérulaire
HP:0030035	en	fr	rdfs:label	Struvite nephrolithiasis	OFFICIAL	Néphrolithiase à la struvite
HP:0030036	en	fr	rdfs:label	Isothenuria	OFFICIAL	Isothénurie
HP:0030037	en	fr	rdfs:label	Bifid ureter	OFFICIAL	Uretère bifide
HP:0030038	en	fr	rdfs:label	Enchondroma	OFFICIAL	Enchondrome
HP:0030039	en	fr	rdfs:label	Fused thoracic vertebrae	OFFICIAL	Vertèbres thoraciques soudées
HP:0030040	en	fr	rdfs:label	Fused lumbar vertebrae	OFFICIAL	Vertèbres lombaires fusionnées
HP:0030041	en	fr	rdfs:label	Schmorl's node	OFFICIAL	Nœud de Schmorl
HP:0030042	en	fr	rdfs:label	Incomplete ossification of pubis	OFFICIAL	Ossification incomplète du pubis
HP:0030043	en	fr	rdfs:label	Hip subluxation	OFFICIAL	Subluxation de la hanche
HP:0030044	en	fr	rdfs:label	Flexion contracture of digit	OFFICIAL	Contracture de flexion du doigt
HP:0030045	en	fr	rdfs:label	Serpentine fibula	OFFICIAL	Fibula (péroné) serpentigineux
HP:0030046	en	fr	rdfs:label	Hypoglycosylation of alpha-dystroglycan	OFFICIAL	Hypoglycosylation de l'alpha-dystroglycane
HP:0030047	en	fr	rdfs:label	Abnormality of lateral ventricle	OFFICIAL	Anomalie du ventricule latéral
HP:0030048	en	fr	rdfs:label	Colpocephaly	OFFICIAL	Colpocéphalie
HP:0030049	en	fr	rdfs:label	Brain abscess	OFFICIAL	Abcès cérébral
HP:0030050	en	fr	rdfs:label	Narcolepsy	OFFICIAL	Narcolepsie
HP:0030051	en	fr	rdfs:label	Tip-toe gait	OFFICIAL	Larche sur les bout des orteils
HP:0030052	en	fr	rdfs:label	Inguinal freckling	OFFICIAL	Taches de rousseur inguinales
HP:0030053	en	fr	rdfs:label	Stiff skin	OFFICIAL	Raideur de la peau
HP:0030054	en	fr	rdfs:label	Perifollicular fibrosis	OFFICIAL	Fibrose périfolliculaire
HP:0030055	en	fr	rdfs:label	Hyperconvex toenail	OFFICIAL	Ongle d'orteil hyperconvexe
HP:0030056	en	fr	rdfs:label	Uncombable hair	OFFICIAL	Cheveux non peignables
HP:0030057	en	fr	rdfs:label	Autoimmune antibody positivity	OFFICIAL	Positivité aux anticorps auto-immuns
HP:0030058	en	fr	rdfs:label	Sickled erythrocytes	OFFICIAL	Érythrocytes falciformes
HP:0030059	en	fr	rdfs:label	Mitochondrial depletion	OFFICIAL	Déplétion mitochondriale
HP:0030060	en	fr	rdfs:label	Nervous tissue neoplasm	OFFICIAL	Néoplasme du tissu nerveux
